-3.941106223523415664e-01 -4.003700779343732918e-01 -4.521907984472959274e-01 -4.260567287159369165e-01
-5.808937570348813306e-01 -5.251570969973012870e-01 -2.352071761900130120e+00 -4.339591846471456682e-01
-3.156261414235486673e-01 -5.459424010103139935e-01 -1.337848227788746680e+00 -1.122257731030893657e+00
-7.619314827079385344e-01 -5.459209326779947968e-01 -6.249100131728880791e-01 -2.318817728222756891e+00
-3.041476113918066826e-01 -3.095577103772744199e-01 -5.253913273269745776e-01 -3.479160828200795752e-01
8.364637260117609163e-02 3.069612926912070050e-02 2.948127654586786550e-02 9.825642781503075851e-02
3.842815335806714500e-02 7.637645328802668276e-02 4.700945333870915066e-02 8.921825364442420581e-02
5.366344256141922925e-02 1.593325798241937083e-02 2.934295105484241526e-03 8.073468649220545690e-02
-2.261524512217483185e-01 -5.342527538456117719e-01 -2.179787263198904868e-01 -2.119126348994385400e-01
-3.982876889892901784e-01 -1.319746627997723520e-01 -1.087760988352242802e-01 -5.350554946248828880e-01
-1.495348886640645303e-01 6.732404122570746080e-03 -5.335845165193636025e-02 -5.423130968306537625e-01
3.710809184488244455e-02 -2.211468041969267065e-02 5.211848646389882073e-02 -5.423329637272064074e-01
6.201228330080404971e-02 6.270577947566600974e-02 6.665380648062461943e-02 9.824199178684217548e-02
-5.406718495063029817e-01 5.650011680044465523e-01 -5.366830812715949195e-01 -7.423786497736921397e-02
9.083308795773689659e-02 2.960961837795971288e-02 4.127460980551665021e-02 2.981264821579062904e-02
5.356807382177282417e-02 -6.705549820398264832e-03 4.091472829120689630e-02 2.661772594695279923e-02
2.694524756832099646e-02 7.231126474457320874e-02 1.919878694482132428e-02 4.843278962776977059e-02
9.037339358810193499e-03 3.295844909355127861e-02 1.032553419414879770e+00 6.028331128215185658e-02
2.769657692740812652e-03 9.684136390923583915e-02 8.968847555393433257e-02 6.542185203305821151e-02
8.678881157306391758e-01 -6.858158107793829728e-02 1.564837013743682406e-02 1.375093797316088301e-02
