,Train Episodes,Train Success Rates,Train Time,Test Steps,Test Success Rates
510,17,0.03,0.0029985904693603516,100.0,0.0
511,9,0.0,0.0019366741180419922,100.0,0.0
512,18,0.05,0.0030057430267333984,6.0,1.0
513,17,0.04,0.002998828887939453,6.0,1.0
514,12,0.01,0.0019960403442382812,6.0,1.0
515,11,0.01,0.0020127296447753906,100.0,0.0
516,12,0.0,0.0019652843475341797,100.0,0.0
517,20,0.07,0.003931760787963867,6.0,1.0
518,21,0.08,0.003926515579223633,6.0,1.0
519,13,0.02,0.001993894577026367,5.0,0.0
520,21,0.08,0.004007816314697266,6.0,1.0
521,14,0.01,0.001983165740966797,6.0,1.0
522,19,0.08,0.002994060516357422,6.0,1.0
523,8,0.0,0.0019690990447998047,5.0,0.0
524,17,0.07,0.0029647350311279297,6.0,1.0
525,17,0.03,0.003039121627807617,6.0,1.0
526,19,0.08,0.003970623016357422,6.0,1.0
527,12,0.0,0.002009153366088867,100.0,0.0
528,22,0.08,0.003977537155151367,6.0,1.0
529,21,0.08,0.0030052661895751953,6.0,1.0
530,16,0.07,0.001974344253540039,6.0,1.0
531,10,0.0,0.001965761184692383,100.0,0.0
532,6,0.0,0.0019605159759521484,100.0,0.0
533,11,0.01,0.0019996166229248047,5.0,0.0
534,21,0.09,0.003000497817993164,6.0,1.0
535,11,0.0,0.0020051002502441406,5.0,0.0
536,10,0.01,0.0019299983978271484,100.0,0.0
537,21,0.08,0.002971649169921875,6.0,1.0
538,20,0.07,0.003005504608154297,6.0,1.0
539,20,0.02,0.005929231643676758,2.0,0.0
540,23,0.09,0.004998922348022461,6.0,1.0
541,18,0.07,0.003972053527832031,6.0,1.0
542,17,0.07,0.002962350845336914,6.0,1.0
543,10,0.0,0.00500035285949707,100.0,0.0
