,Train Episodes,Train Success Rates,Train Time,Test Steps,Test Success Rates
544,21,0.07,0.003928184509277344,6.0,1.0
545,15,0.01,0.0029952526092529297,6.0,1.0
546,20,0.08,0.0039212703704833984,6.0,1.0
547,20,0.07,0.004008293151855469,6.0,1.0
548,19,0.07,0.0029420852661132812,6.0,1.0
549,15,0.01,0.0029799938201904297,6.0,1.0
550,7,0.0,0.0009632110595703125,100.0,0.0
551,21,0.08,0.004010200500488281,6.0,1.0
552,20,0.08,0.003997325897216797,6.0,1.0
553,20,0.08,0.0029981136322021484,6.0,1.0
554,17,0.03,0.003937959671020508,100.0,0.0
555,20,0.07,0.0029642581939697266,6.0,1.0
556,19,0.07,0.003933906555175781,6.0,1.0
557,20,0.07,0.003974437713623047,6.0,1.0
558,20,0.08,0.0030295848846435547,6.0,1.0
559,23,0.08,0.004973411560058594,8.0,1.0
560,19,0.07,0.004008293151855469,6.0,1.0
561,19,0.08,0.002920866012573242,6.0,1.0
562,8,0.0,0.0009756088256835938,100.0,0.0
563,12,0.0,0.0019960403442382812,100.0,0.0
564,20,0.08,0.0029926300048828125,6.0,1.0
565,19,0.07,0.0029997825622558594,6.0,1.0
566,19,0.06,0.003000020980834961,6.0,1.0
567,12,0.02,0.0009970664978027344,6.0,1.0
568,18,0.07,0.003000497817993164,6.0,1.0
569,21,0.08,0.004000663757324219,6.0,1.0
570,19,0.07,0.004000425338745117,6.0,1.0
571,20,0.08,0.002995014190673828,6.0,1.0
572,27,0.11,0.005000591278076172,6.0,1.0
573,11,0.01,0.0010001659393310547,100.0,0.0
574,21,0.08,0.0040128231048583984,6.0,1.0
575,11,0.0,0.003011941909790039,5.0,0.0
576,10,0.0,0.0010328292846679688,100.0,0.0
577,5,0.0,0.0009770393371582031,100.0,0.0
578,11,0.0,0.0019795894622802734,100.0,0.0
579,11,0.0,0.001999378204345703,100.0,0.0
580,6,0.0,0.0009944438934326172,3.0,0.0
581,13,0.01,0.0019974708557128906,5.0,0.0
582,12,0.0,0.001965761184692383,6.0,0.0
583,9,0.0,0.0019927024841308594,100.0,0.0
584,17,0.07,0.0019788742065429688,6.0,1.0
585,14,0.0,0.0019373893737792969,100.0,0.0
586,17,0.07,0.0029299259185791016,6.0,1.0
587,17,0.07,0.002923250198364258,6.0,1.0
588,22,0.09,0.004037618637084961,6.0,1.0
589,7,0.0,0.0010638236999511719,100.0,0.0
590,9,0.01,0.0019736289978027344,5.0,0.0
591,17,0.07,0.0029897689819335938,6.0,1.0
592,19,0.07,0.0029227733612060547,6.0,1.0
593,11,0.01,0.0019376277923583984,5.0,0.0
594,19,0.07,0.0039942264556884766,6.0,1.0
595,11,0.01,0.0029764175415039062,5.0,0.0
596,19,0.07,0.003924846649169922,6.0,1.0
597,11,0.0,0.0019626617431640625,100.0,0.0
598,11,0.0,0.0019333362579345703,100.0,0.0
599,13,0.01,0.003000497817993164,100.0,0.0
600,21,0.08,0.004992008209228516,6.0,1.0
601,20,0.08,0.004006624221801758,6.0,1.0
602,19,0.07,0.003970623016357422,6.0,1.0
603,7,0.0,0.0009517669677734375,5.0,0.0
604,8,0.0,0.0019478797912597656,100.0,0.0
605,10,0.0,0.0009987354278564453,5.0,0.0
606,18,0.04,0.001962423324584961,6.0,1.0
607,8,0.0,0.001962900161743164,100.0,0.0
608,20,0.07,0.0030019283294677734,6.0,1.0
609,10,0.01,0.002001523971557617,100.0,0.0
610,6,0.0,0.001001119613647461,100.0,0.0
611,11,0.0,0.002001047134399414,100.0,0.0
612,19,0.07,0.003949403762817383,6.0,1.0
613,20,0.08,0.0029935836791992188,6.0,1.0
614,6,0.0,0.0009620189666748047,3.0,0.0
615,8,0.0,0.0009851455688476562,100.0,0.0
616,22,0.08,0.0040187835693359375,6.0,1.0
617,19,0.07,0.003047943115234375,6.0,1.0
618,20,0.07,0.002966642379760742,6.0,1.0
619,6,0.0,0.0009927749633789062,5.0,0.0
620,17,0.07,0.003940582275390625,6.0,1.0
621,14,0.03,0.002973794937133789,5.0,0.0
622,10,0.01,0.001978635787963867,5.0,0.0
623,14,0.01,0.002981901168823242,100.0,0.0
624,16,0.02,0.003005504608154297,100.0,0.0
625,19,0.07,0.002984285354614258,6.0,1.0
626,19,0.07,0.002959728240966797,6.0,1.0
627,10,0.0,0.0019936561584472656,100.0,0.0
628,7,0.0,0.0010218620300292969,100.0,0.0
629,20,0.07,0.004054546356201172,6.0,1.0
630,11,0.0,0.001977682113647461,100.0,0.0
631,8,0.0,0.0020160675048828125,100.0,0.0
632,20,0.08,0.0029973983764648438,6.0,1.0
633,19,0.07,0.0039691925048828125,8.0,1.0
634,20,0.08,0.0040073394775390625,8.0,1.0
635,19,0.08,0.0029680728912353516,6.0,1.0
636,18,0.07,0.0029938220977783203,6.0,1.0
637,10,0.01,0.0019707679748535156,100.0,0.0
638,15,0.03,0.0029954910278320312,100.0,0.0
639,15,0.03,0.0019922256469726562,100.0,0.0
640,12,0.0,0.0019989013671875,5.0,0.0
641,11,0.01,0.001999378204345703,100.0,0.0
642,20,0.08,0.0029997825622558594,6.0,1.0
643,20,0.08,0.0029997825622558594,6.0,1.0
644,16,0.07,0.0019998550415039062,6.0,1.0
645,20,0.07,0.0029985904693603516,6.0,1.0
646,13,0.01,0.003000974655151367,6.0,1.0
647,14,0.0,0.003002166748046875,100.0,0.0
648,11,0.01,0.0029630661010742188,5.0,0.0
649,19,0.07,0.0029706954956054688,6.0,1.0
650,20,0.08,0.003962278366088867,6.0,1.0
651,23,0.09,0.005013465881347656,8.0,1.0
652,14,0.02,0.0019867420196533203,100.0,0.0
653,6,0.0,0.0010004043579101562,6.0,0.0
654,14,0.02,0.0019998550415039062,6.0,1.0
655,20,0.07,0.003968954086303711,6.0,1.0
656,7,0.0,0.0009999275207519531,100.0,0.0
657,6,0.0,0.0009610652923583984,100.0,0.0
658,8,0.0,0.0019822120666503906,100.0,0.0
659,17,0.07,0.008998394012451172,6.0,1.0
660,20,0.08,0.006021261215209961,6.0,1.0
661,14,0.02,0.005999326705932617,5.0,0.0
662,17,0.06,0.00599980354309082,6.0,1.0
663,13,0.0,0.004999637603759766,100.0,0.0
664,19,0.07,0.0029993057250976562,6.0,1.0
665,19,0.07,0.0030145645141601562,6.0,1.0
666,8,0.0,0.00098419189453125,100.0,0.0
667,20,0.08,0.0029647350311279297,6.0,1.0
668,19,0.07,0.003026723861694336,6.0,1.0
669,17,0.01,0.0029714107513427734,6.0,1.0
670,18,0.07,0.003988027572631836,6.0,1.0
671,10,0.0,0.0019614696502685547,5.0,0.0
672,14,0.0,0.001978158950805664,100.0,0.0
673,11,0.01,0.0029990673065185547,5.0,0.0
674,21,0.08,0.003999948501586914,6.0,1.0
675,19,0.07,0.0050008296966552734,6.0,1.0
676,21,0.08,0.004004955291748047,6.0,1.0
677,19,0.07,0.0029997825622558594,6.0,1.0
678,19,0.07,0.00599980354309082,6.0,1.0
679,19,0.06,0.004037141799926758,6.0,1.0
680,14,0.03,0.0030002593994140625,100.0,0.0
681,19,0.07,0.003976106643676758,6.0,1.0
682,17,0.04,0.0030167102813720703,6.0,1.0
683,6,0.0,0.0019674301147460938,5.0,0.0
684,5,0.0,0.0010099411010742188,3.0,0.0
685,9,0.0,0.0019421577453613281,100.0,0.0
686,18,0.07,0.002965211868286133,6.0,1.0
687,8,0.0,0.0019779205322265625,100.0,0.0
688,21,0.08,0.003998994827270508,6.0,1.0
689,13,0.0,0.0029938220977783203,5.0,0.0
690,14,0.02,0.0019440650939941406,100.0,0.0
691,13,0.0,0.00299835205078125,100.0,0.0
692,8,0.0,0.0009303092956542969,100.0,0.0
693,20,0.08,0.003980398178100586,6.0,1.0
694,17,0.07,0.0030112266540527344,6.0,1.0
695,21,0.09,0.004008293151855469,6.0,1.0
696,13,0.03,0.002964019775390625,6.0,1.0
697,9,0.01,0.001984119415283203,5.0,0.0
698,12,0.0,0.0019309520721435547,100.0,0.0
699,6,0.0,0.0009579658508300781,100.0,0.0
700,21,0.09,0.003920316696166992,6.0,1.0
701,17,0.04,0.004000425338745117,6.0,1.0
702,21,0.08,0.0029871463775634766,6.0,1.0
703,10,0.01,0.001955747604370117,100.0,0.0
704,23,0.09,0.004993915557861328,8.0,1.0
705,19,0.08,0.003960609436035156,6.0,1.0
706,21,0.1,0.00400090217590332,6.0,1.0
707,21,0.08,0.00399327278137207,6.0,1.0
708,22,0.08,0.004000425338745117,6.0,1.0
709,22,0.1,0.004006624221801758,6.0,1.0
710,6,0.0,0.0020384788513183594,100.0,0.0
711,18,0.07,0.0029196739196777344,6.0,1.0
712,20,0.08,0.005053281784057617,6.0,1.0
713,6,0.0,0.000990152359008789,100.0,0.0
714,7,0.0,0.0020084381103515625,6.0,0.0
715,8,0.0,0.0009362697601318359,100.0,0.0
716,13,0.01,0.0020029544830322266,100.0,0.0
717,13,0.01,0.0029616355895996094,5.0,0.0
718,18,0.07,0.003989696502685547,6.0,1.0
719,23,0.09,0.006000041961669922,6.0,1.0
720,5,0.0,0.0,100.0,0.0
721,19,0.07,0.004019260406494141,6.0,1.0
722,18,0.07,0.0029723644256591797,6.0,1.0
723,14,0.01,0.002999544143676758,6.0,1.0
724,10,0.0,0.001998424530029297,100.0,0.0
725,8,0.0,0.003010988235473633,100.0,0.0
726,20,0.08,0.002965688705444336,6.0,1.0
727,11,0.0,0.0029230117797851562,100.0,0.0
728,8,0.0,0.0019218921661376953,100.0,0.0
729,22,0.08,0.0050318241119384766,6.0,1.0
730,19,0.08,0.004001140594482422,6.0,1.0
731,9,0.01,0.001978158950805664,100.0,0.0
732,11,0.0,0.0028955936431884766,100.0,0.0
733,16,0.0,0.003966808319091797,100.0,0.0
734,22,0.08,0.004997968673706055,6.0,1.0
735,18,0.07,0.0030078887939453125,6.0,1.0
736,6,0.0,0.0010051727294921875,100.0,0.0
737,21,0.09,0.003966331481933594,6.0,1.0
738,22,0.09,0.005007743835449219,6.0,1.0
739,11,0.01,0.0019741058349609375,6.0,0.0
740,22,0.09,0.003997087478637695,8.0,1.0
741,20,0.07,0.002927541732788086,6.0,1.0
742,19,0.07,0.003993511199951172,6.0,1.0
743,18,0.07,0.002954721450805664,6.0,1.0
744,23,0.09,0.0039653778076171875,6.0,1.0
745,19,0.07,0.0030362606048583984,6.0,1.0
746,10,0.0,0.0020189285278320312,100.0,0.0
747,17,0.02,0.002995729446411133,8.0,1.0
748,19,0.08,0.006999492645263672,6.0,1.0
749,16,0.07,0.006029605865478516,6.0,1.0
750,12,0.0,0.003999471664428711,100.0,0.0
751,17,0.07,0.006000041961669922,6.0,1.0
752,22,0.09,0.007999897003173828,6.0,1.0
753,10,0.0,0.00500035285949707,6.0,0.0
754,14,0.02,0.0050008296966552734,100.0,0.0
755,13,0.0,0.004045248031616211,100.0,0.0
756,12,0.02,0.004000186920166016,100.0,0.0
757,11,0.0,0.003987550735473633,100.0,0.0
758,13,0.01,0.00495457649230957,6.0,1.0
759,22,0.09,0.006932497024536133,6.0,1.0
760,10,0.0,0.003998756408691406,100.0,0.0
761,10,0.0,0.003972530364990234,6.0,1.0
762,11,0.0,0.004958629608154297,100.0,0.0
763,10,0.01,0.001999378204345703,100.0,0.0
764,7,0.0,0.001997709274291992,100.0,0.0
765,22,0.08,0.007999181747436523,6.0,1.0
766,19,0.07,0.006999969482421875,6.0,1.0
767,11,0.0,0.003999948501586914,5.0,0.0
768,10,0.0,0.003999948501586914,6.0,0.0
769,9,0.0,0.0030002593994140625,100.0,0.0
770,20,0.04,0.007964372634887695,8.0,1.0
771,10,0.0,0.00497126579284668,100.0,0.0
772,20,0.08,0.0060007572174072266,6.0,1.0
773,10,0.0,0.004001140594482422,5.0,0.0
774,10,0.0,0.0039997100830078125,100.0,0.0
775,21,0.07,0.005999565124511719,6.0,1.0
776,9,0.0,0.0029685497283935547,100.0,0.0
777,8,0.0,0.0030012130737304688,5.0,0.0
778,13,0.01,0.004971742630004883,6.0,1.0
779,20,0.08,0.007967472076416016,6.0,1.0
780,17,0.07,0.0069997310638427734,6.0,1.0
781,9,0.0,0.002999544143676758,100.0,0.0
782,18,0.04,0.003999471664428711,6.0,1.0
783,19,0.07,0.003975868225097656,6.0,1.0
784,20,0.08,0.00296783447265625,6.0,1.0
785,19,0.07,0.0040128231048583984,6.0,1.0
786,14,0.02,0.0019888877868652344,6.0,1.0
787,10,0.01,0.0009961128234863281,5.0,0.0
788,19,0.05,0.00400233268737793,8.0,1.0
789,20,0.08,0.004008054733276367,6.0,1.0
790,13,0.0,0.0029909610748291016,100.0,0.0
791,12,0.01,0.004999637603759766,7.0,0.0
792,10,0.01,0.003999948501586914,100.0,0.0
793,21,0.08,0.006999492645263672,6.0,1.0
794,19,0.07,0.008000612258911133,6.0,1.0
795,8,0.0,0.0030002593994140625,100.0,0.0
796,9,0.0,0.004972696304321289,100.0,0.0
797,23,0.08,0.008933305740356445,6.0,1.0
798,7,0.0,0.001977205276489258,100.0,0.0
799,17,0.04,0.005999326705932617,6.0,1.0
800,10,0.0,0.004000425338745117,100.0,0.0
801,21,0.08,0.008001089096069336,6.0,1.0
802,9,0.0,0.004000186920166016,6.0,1.0
803,20,0.08,0.006911039352416992,6.0,1.0
804,20,0.07,0.007966995239257812,6.0,1.0
805,18,0.05,0.006999492645263672,100.0,0.0
806,15,0.01,0.006001949310302734,100.0,0.0
807,14,0.01,0.004972219467163086,6.0,1.0
808,20,0.08,0.0070002079010009766,6.0,1.0
809,18,0.07,0.008002281188964844,6.0,1.0
810,21,0.09,0.008964776992797852,8.0,1.0
811,14,0.01,0.005004405975341797,7.0,0.0
812,18,0.07,0.005927085876464844,6.0,1.0
813,9,0.0,0.003056764602661133,100.0,0.0
814,16,0.02,0.006000518798828125,100.0,0.0
815,19,0.07,0.008001089096069336,6.0,1.0
816,21,0.09,0.00698399543762207,6.0,1.0
817,21,0.08,0.007000446319580078,6.0,1.0
818,20,0.07,0.006965160369873047,6.0,1.0
819,19,0.07,0.006970643997192383,6.0,1.0
820,18,0.08,0.005922794342041016,6.0,1.0
821,12,0.0,0.0040094852447509766,100.0,0.0
822,18,0.06,0.006000518798828125,6.0,1.0
823,23,0.08,0.008999824523925781,6.0,1.0
824,13,0.01,0.004999637603759766,100.0,0.0
825,12,0.0,0.0050013065338134766,100.0,0.0
826,11,0.0,0.004997730255126953,5.0,0.0
827,13,0.02,0.004000425338745117,100.0,0.0
828,11,0.0,0.003999948501586914,5.0,0.0
829,11,0.0,0.004974842071533203,100.0,0.0
830,10,0.0,0.0030107498168945312,5.0,0.0
831,22,0.08,0.009002447128295898,6.0,1.0
832,10,0.0,0.004000425338745117,100.0,0.0
833,20,0.08,0.006999969482421875,6.0,1.0
834,19,0.04,0.00800013542175293,100.0,0.0
835,19,0.07,0.007999181747436523,6.0,1.0
836,19,0.07,0.008000612258911133,6.0,1.0
837,14,0.02,0.004000186920166016,100.0,0.0
838,20,0.06,0.007001399993896484,6.0,1.0
839,13,0.01,0.003999471664428711,100.0,0.0
840,13,0.01,0.005000114440917969,6.0,1.0
841,11,0.0,0.004000663757324219,100.0,0.0
842,12,0.01,0.0029709339141845703,100.0,0.0
843,19,0.08,0.0030050277709960938,6.0,1.0
844,10,0.0,0.001966238021850586,100.0,0.0
845,18,0.07,0.002964496612548828,6.0,1.0
846,20,0.07,0.002960205078125,6.0,1.0
847,19,0.07,0.003007173538208008,6.0,1.0
848,20,0.07,0.0019588470458984375,6.0,1.0
849,19,0.07,0.0029249191284179688,6.0,1.0
850,18,0.07,0.0029997825622558594,6.0,1.0
851,21,0.08,0.0029523372650146484,6.0,1.0
852,19,0.07,0.0029997825622558594,6.0,1.0
853,9,0.0,0.001987457275390625,100.0,0.0
854,18,0.03,0.0029997825622558594,6.0,1.0
855,20,0.07,0.004000425338745117,6.0,1.0
856,20,0.08,0.003965854644775391,6.0,1.0
857,11,0.01,0.002963542938232422,100.0,0.0
858,22,0.03,0.00978398323059082,2.0,0.0
859,9,0.0,0.003918170928955078,100.0,0.0
860,12,0.01,0.00599980354309082,100.0,0.0
861,23,0.11,0.009000062942504883,6.0,1.0
862,10,0.01,0.0039038658142089844,100.0,0.0
863,24,0.09,0.007999897003173828,6.0,1.0
864,20,0.08,0.006999492645263672,6.0,1.0
865,22,0.09,0.009000062942504883,6.0,1.0
866,21,0.08,0.009000062942504883,6.0,1.0
867,9,0.0,0.0030002593994140625,100.0,0.0
868,12,0.0,0.004999399185180664,100.0,0.0
869,18,0.07,0.006917238235473633,6.0,1.0
870,23,0.1,0.00897669792175293,6.0,1.0
871,8,0.0,0.001989603042602539,100.0,0.0
872,20,0.08,0.0069997310638427734,6.0,1.0
873,5,0.0,0.001001119613647461,100.0,0.0
874,10,0.0,0.0039691925048828125,5.0,0.0
875,13,0.0,0.004930734634399414,7.0,0.0
876,12,0.01,0.004965066909790039,6.0,0.0
877,15,0.02,0.004961967468261719,6.0,1.0
878,19,0.07,0.0069696903228759766,6.0,1.0
879,18,0.07,0.006997823715209961,6.0,1.0
880,13,0.01,0.005998134613037109,6.0,1.0
881,20,0.07,0.007999181747436523,6.0,1.0
882,8,0.0,0.0029997825622558594,5.0,0.0
883,11,0.0,0.003999948501586914,100.0,0.0
884,8,0.01,0.0020003318786621094,4.0,0.0
885,11,0.0,0.004000663757324219,100.0,0.0
886,10,0.0,0.005000591278076172,100.0,0.0
887,21,0.08,0.00700068473815918,6.0,1.0
888,12,0.01,0.00500035285949707,6.0,1.0
889,16,0.02,0.006999969482421875,100.0,0.0
890,10,0.0,0.0050318241119384766,5.0,0.0
891,12,0.02,0.003972291946411133,6.0,0.0
892,21,0.08,0.0070002079010009766,6.0,1.0
893,21,0.08,0.006968259811401367,6.0,1.0
894,22,0.09,0.00796365737915039,6.0,1.0
895,18,0.07,0.005928993225097656,6.0,1.0
896,18,0.08,0.006992816925048828,6.0,1.0
897,20,0.08,0.007028102874755859,6.0,1.0
898,23,0.08,0.008999347686767578,6.0,1.0
899,21,0.09,0.008991479873657227,6.0,1.0
900,20,0.07,0.006998538970947266,6.0,1.0
901,20,0.07,0.008000612258911133,6.0,1.0
902,10,0.01,0.00400090217590332,100.0,0.0
903,18,0.07,0.0059511661529541016,6.0,1.0
904,13,0.0,0.003971576690673828,100.0,0.0
905,10,0.01,0.0029997825622558594,100.0,0.0
906,10,0.01,0.001958608627319336,5.0,0.0
907,21,0.08,0.003931760787963867,6.0,1.0
908,18,0.06,0.0039806365966796875,6.0,1.0
909,20,0.08,0.006000518798828125,6.0,1.0
910,20,0.07,0.003934383392333984,6.0,1.0
911,11,0.01,0.002001047134399414,100.0,0.0
912,9,0.0,0.0019996166229248047,100.0,0.0
913,20,0.07,0.003969907760620117,6.0,1.0
914,20,0.07,0.0039920806884765625,6.0,1.0
915,18,0.04,0.003968238830566406,100.0,0.0
916,6,0.0,0.001999378204345703,100.0,0.0
917,11,0.01,0.004000663757324219,5.0,0.0
918,20,0.07,0.00699925422668457,6.0,1.0
919,18,0.04,0.00599980354309082,6.0,1.0
920,13,0.01,0.00599980354309082,6.0,1.0
921,21,0.08,0.006999492645263672,6.0,1.0
922,17,0.04,0.006999969482421875,6.0,1.0
923,21,0.08,0.009001016616821289,6.0,1.0
924,19,0.07,0.007964849472045898,6.0,1.0
925,9,0.0,0.0029997825622558594,100.0,0.0
926,22,0.09,0.009924888610839844,6.0,1.0
927,12,0.0,0.004950761795043945,100.0,0.0
928,8,0.0,0.003000020980834961,100.0,0.0
929,10,0.0,0.003997325897216797,100.0,0.0
930,20,0.07,0.007969141006469727,6.0,1.0
931,19,0.07,0.007000446319580078,6.0,1.0
932,19,0.07,0.007001161575317383,6.0,1.0
933,5,0.0,0.0009999275207519531,100.0,0.0
934,19,0.07,0.006998777389526367,6.0,1.0
935,21,0.08,0.007998943328857422,6.0,1.0
936,22,0.04,0.010000228881835938,2.0,0.0
937,18,0.08,0.0070002079010009766,6.0,1.0
938,21,0.08,0.007999181747436523,6.0,1.0
939,20,0.08,0.006999015808105469,6.0,1.0
940,15,0.02,0.006071567535400391,100.0,0.0
941,19,0.04,0.005076169967651367,6.0,1.0
942,20,0.08,0.0040013790130615234,6.0,1.0
943,8,0.0,0.002965688705444336,6.0,1.0
944,21,0.09,0.003934621810913086,6.0,1.0
945,19,0.07,0.002972126007080078,6.0,1.0
946,19,0.07,0.00396728515625,6.0,1.0
947,23,0.08,0.005000114440917969,6.0,1.0
948,15,0.02,0.0020089149475097656,6.0,1.0
949,21,0.09,0.005004405975341797,8.0,1.0
950,8,0.0,0.0019752979278564453,100.0,0.0
951,22,0.1,0.004000186920166016,6.0,1.0
952,11,0.01,0.002000093460083008,100.0,0.0
953,18,0.06,0.0029180049896240234,6.0,1.0
954,18,0.07,0.002923250198364258,6.0,1.0
955,22,0.08,0.004973173141479492,6.0,1.0
956,10,0.0,0.0019505023956298828,100.0,0.0
957,20,0.08,0.0029990673065185547,6.0,1.0
958,5,0.0,0.0010027885437011719,3.0,0.0
959,20,0.07,0.0030057430267333984,6.0,1.0
960,16,0.03,0.002999544143676758,6.0,1.0
961,20,0.07,0.003004789352416992,6.0,1.0
962,21,0.08,0.004016399383544922,6.0,1.0
963,20,0.07,0.003920555114746094,6.0,1.0
964,20,0.08,0.003999233245849609,6.0,1.0
965,8,0.0,0.0019996166229248047,100.0,0.0
966,10,0.0,0.0019931793212890625,5.0,0.0
967,10,0.0,0.0019240379333496094,100.0,0.0
968,18,0.07,0.0030472278594970703,6.0,1.0
969,9,0.0,0.0019326210021972656,5.0,0.0
970,13,0.0,0.002967357635498047,100.0,0.0
971,18,0.06,0.002998828887939453,6.0,1.0
972,17,0.03,0.002961874008178711,6.0,1.0
973,10,0.0,0.000982522964477539,5.0,0.0
974,19,0.07,0.004000663757324219,8.0,1.0
975,21,0.08,0.004008054733276367,6.0,1.0
976,18,0.07,0.0029621124267578125,6.0,1.0
977,20,0.08,0.003974437713623047,6.0,1.0
978,13,0.01,0.0029625892639160156,5.0,0.0
979,20,0.08,0.0030083656311035156,6.0,1.0
980,21,0.08,0.003993511199951172,6.0,1.0
981,23,0.1,0.00393366813659668,6.0,1.0
982,21,0.08,0.003983736038208008,6.0,1.0
983,9,0.01,0.0019297599792480469,100.0,0.0
984,23,0.09,0.003966569900512695,6.0,1.0
985,19,0.07,0.0029625892639160156,6.0,1.0
986,13,0.0,0.002968311309814453,6.0,0.0
987,9,0.01,0.0009989738464355469,100.0,0.0
988,20,0.08,0.00400090217590332,8.0,1.0
989,19,0.07,0.002965688705444336,6.0,1.0
990,14,0.01,0.0029859542846679688,6.0,1.0
991,19,0.04,0.003999948501586914,6.0,1.0
992,7,0.0,0.0020072460174560547,100.0,0.0
993,19,0.07,0.002932310104370117,6.0,1.0
994,12,0.01,0.0019414424896240234,100.0,0.0
995,19,0.07,0.0029745101928710938,6.0,1.0
996,21,0.08,0.004005908966064453,6.0,1.0
997,19,0.07,0.003966093063354492,6.0,1.0
998,18,0.07,0.0029730796813964844,6.0,1.0
999,5,0.0,0.001001596450805664,4.0,0.0
